,Region,Customer_ID,Customer_Name,Gender,Age,Credit_Type,Credit_Amount,Interest_Rate,Loan_Term_Months,Start_Date,Payment_Status,Occupation,Account_Balance,region,district,district_population,branch_count,clients_in_district_rows,active_clients_district
7173,Qoraqalpog‘iston - Nukus,02f6f6c2-7bcc-4d56-b216-c67bc6bbf617,Patrick Keller,ayol,58,Biznes,345752943,11.86,24,2024-03-29,To'langan,Talaba,94278838,Buxoro,Kogon,49512,1,236,4431
7174,Toshkent viloyati - Bekobod,23b11bca-b3f7-4d2f-9f2a-27f522a810a5,Brian Bryant,erkak,19,Fermerlik,486378392,14.72,60,2024-10-15,Jarayonda,Boshqaruvchi,10678157,Sirdaryo,Guliston,55176,1,235,4862
7175,Sirdaryo viloyati - Sirdaryo,e14d257f-6db6-4d8d-bbd0-241109270d7e,Anita Kelly,ayol,59,Fermerlik,461242655,24.68,48,2024-03-29,Jarayonda,Boshqaruvchi,18139644,Andijon,Andijon,535564,6,230,5751
7176,Buxoro viloyati - Kogon,4d0d01e7-f537-40b3-8e23-c1fbc7fc898a,Jennifer Stanton,erkak,61,Fermerlik,376056249,22.48,12,2025-01-11,To'langan,Tadbirkor,87304555,Qoraqalpogʻiston Respublikasi,Nukus,550856,7,230,52910
7177,Andijon viloyati - Andijon,5c911270-63f7-4705-be92-8127517a7f0c,Adam Evans,ayol,49,Fermerlik,456131411,16.31,12,2021-10-26,Jarayonda,Talaba,81721328,Buxoro,Kogon,49512,0,236,4431
7178,Namangan viloyati - Chortoq,43096a00-f0f1-48eb-9bf3-98000a39d67a,Melinda Bray,ayol,33,Ipoteka,350880528,15.54,60,2025-06-24,Kechikkan,Tadbirkor,5796224,Andijon,Andijon,535564,5,230,5751
7179,Farg‘ona viloyati - Qo‘qon,c1b79ef4-9a36-449d-9d1e-dfd34bc72422,Christopher Ochoa,ayol,66,Fermerlik,85310508,23.09,60,2024-10-03,Jarayonda,Fermer,57188578,Toshkent viloyati,Olmaliq,348935,4,106,31204
7180,Samarqand viloyati - Kattaqo‘rg‘on,a680d995-1fe1-49b1-9bc9-506dbafd1f7c,Maria Armstrong,erkak,68,Biznes,162106721,18.69,72,2025-04-23,To'langan,Tadbirkor,33904930,Buxoro,Kogon,49512,1,236,4431
7181,Qashqadaryo viloyati - Beshkent,294d4649-c921-45b6-9164-a6bb11e344ee,Spencer Owens,ayol,67,Ta'lim,283325895,10.44,48,2023-06-07,Jarayonda,Tadbirkor,3005884,Jizzax,Jizzax,78543,1,235,3949
7182,Buxoro viloyati - G‘ijduvon,7374a7a9-01fe-4b41-be41-e547f6a609bd,Trevor Anderson,erkak,20,Ipoteka,486455234,17.32,12,2021-10-04,Kechikkan,Fermer,59628287,Surxondaryo,Sherobod,218888,2,257,13143
7183,Buxoro viloyati - G‘ijduvon,3f9b71e1-b647-4993-918e-e884ca64b745,Hector Dunn,erkak,52,Ta'lim,366801463,23.23,24,2025-05-20,Jarayonda,Fermer,95083204,Fargʻona,Qo‘qon,283539,4,211,26120
7184,Farg‘ona viloyati - Farg‘ona,dac0a313-bc13-4712-a6fa-1b40eab8a1b3,Julie Matthews,ayol,45,Ta'lim,284062723,10.41,48,2023-11-14,Jarayonda,Ishchi,624664,Toshkent viloyati,Chinoz,78727,2,127,9337
7185,Qashqadaryo viloyati - Qarshi,4878fd87-151e-4a02-8e61-68591302f7fe,James Hernandez,erkak,25,Ta'lim,23217982,24.33,48,2023-12-02,To'langan,Boshqaruvchi,26455009,Namangan,Pop,440092,5,239,25049
7186,Xorazm viloyati - Xiva,54fe5181-ea21-4d8d-8509-2af33b057338,Wesley Hamilton,erkak,20,Biznes,316004292,23.75,24,2022-06-01,To'langan,O'qituvchi,89648661,Toshkent viloyati,Yangiyo‘l,9906,0,127,324
7187,Qoraqalpog‘iston - Chimboy,71e14019-0e70-4566-9fea-532f0eed3d54,Alex Spencer,erkak,22,Biznes,375933066,17.05,12,2021-01-07,Jarayonda,Ishchi,64033295,Toshkent viloyati,Bekobod,360270,5,102,12267
7188,Namangan viloyati - Pop,375dc595-2c29-48d5-9d72-bb51907bdac8,George Rhodes,erkak,39,Ta'lim,126184161,13.6,24,2023-07-25,Kechikkan,Tadbirkor,6688685,Samarqand,Nurobod,41107,1,127,1459
7189,Navoiy viloyati - Navoiy,b8530f8c-f2c1-4e6c-86a9-ba885c5946f0,Daniel Harris,erkak,21,Ta'lim,329916946,15.6,60,2024-02-01,Kechikkan,Fermer,4959349,Navoiy,Qiziltepa,13911,1,247,598
7190,Toshkent viloyati - Chirchiq,452c6de2-aa89-4309-9535-d1c13fca4142,Andrew Stokes,ayol,61,Biznes,377131339,20.49,48,2024-08-01,To'langan,Talaba,42775320,Toshkent viloyati,Bekobod,360270,4,102,12267
7191,Surxondaryo viloyati - Termiz,c7e12b4e-e425-491f-8066-51f821b32fae,Michael Herman,erkak,61,Biznes,370295390,23.2,24,2020-10-28,Jarayonda,Boshqaruvchi,80804728,Toshkent viloyati,Bekobod,360270,5,102,12267
7192,Surxondaryo viloyati - Termiz,464465ef-7b71-4a76-9f61-6592caa255e2,Hannah Chavez,ayol,30,Ta'lim,318195608,10.2,72,2025-06-20,Jarayonda,Talaba,91544918,Navoiy,Qiziltepa,13911,1,247,598
7193,Samarqand viloyati - Nurobod,86a97d08-bdfa-40c0-b57c-c5fcb39326be,Allison Cohen,ayol,63,Ta'lim,447147997,20.7,60,2021-01-28,Jarayonda,Talaba,65396398,Qashqadaryo,Qamashi,34978,1,71,5168
7194,Qoraqalpog‘iston - Taxiatosh,f952a3bd-455c-4921-ac86-58a73748189e,Brian Smith,erkak,35,Fermerlik,38030591,11.96,12,2022-04-04,Jarayonda,Talaba,91406808,Toshkent viloyati,Olmaliq,348935,3,106,31204
7195,Buxoro viloyati - G‘ijduvon,6239f5ce-75aa-4c0c-85d8-dba6b65d4b1e,Justin Underwood,erkak,22,Biznes,227469202,20.09,48,2022-11-16,Kechikkan,Fermer,87650188,Andijon,Shahrixon,337056,4,228,20126
7196,Surxondaryo viloyati - Termiz,4a3460cb-9cbd-4d19-8acf-c434b174686c,Matthew Henry,ayol,38,Biznes,467634188,24.25,60,2025-01-04,To'langan,O'qituvchi,44511757,Toshkent viloyati,Yangiyo‘l,9906,1,127,324
7197,Sirdaryo viloyati - Shirin,aec91124-3fb7-4057-ad61-28bd0abb9685,Anthony Dixon,ayol,20,Ta'lim,356490882,21.96,24,2021-10-30,Jarayonda,Fermer,45765139,Samarqand,Toyloq,287007,3,108,31724
7198,Toshkent viloyati - Chirchiq,1b7414f7-5f91-490f-b1c2-5ead9ef74d13,Christopher Arnold,ayol,26,Ta'lim,341320786,21.63,12,2022-05-14,Kechikkan,O'qituvchi,39219081,Namangan,Pop,440092,4,239,25049
7199,Qashqadaryo viloyati - Koson,84a0ae9f-d052-4ecd-83ef-60233e64b829,Kelsey Molina,erkak,27,Fermerlik,209642439,18.89,72,2022-05-19,To'langan,Ishchi,29264576,Namangan,Namangan,54601,2,222,2839
7200,Navoiy viloyati - Zarafshon,667b3be5-00cd-4a26-bb41-0b1c9b308b1f,Jacob Goodman,erkak,41,Fermerlik,386301443,24.2,72,2023-02-25,To'langan,Boshqaruvchi,46758879,Surxondaryo,Denov,128469,2,219,5813
7201,Navoiy viloyati - Navoiy,5cf72524-0dee-40d2-9ffd-8617c7bb899e,Tracy Jones,ayol,58,Avtokredit,168039317,22.78,72,2022-04-26,Kechikkan,Boshqaruvchi,58954935,Qashqadaryo,Dehqonobod,8579,1,78,830
7202,Qoraqalpog‘iston - Taxiatosh,cc28e30a-6231-469d-b6ff-fca10bcdcded,Kimberly Sullivan,ayol,49,Avtokredit,197089517,17.13,36,2020-10-27,Kechikkan,Boshqaruvchi,20650066,Sirdaryo,Shirin,77686,2,255,9183
7203,Jizzax viloyati - G‘allaorol,94a28103-f6ab-496d-9a7e-848e69ccf0dd,Brenda Cruz,ayol,33,Ta'lim,391540317,21.25,60,2025-06-07,Jarayonda,Talaba,34911317,Navoiy,Zarafshon,20067,1,227,666
7204,Qashqadaryo viloyati - Kitob,84dff481-7232-41ed-ba95-b3afbcdc0482,Blake Mccormick,ayol,44,Ta'lim,272428514,21.4,24,2025-03-20,To'langan,O'qituvchi,28062637,Qoraqalpogʻiston Respublikasi,Nukus,550856,7,230,52910
7205,Qashqadaryo viloyati - Kitob,a7914fd4-c303-48d6-86bf-6f3454889a29,Julie Brady,erkak,47,Fermerlik,236470106,22.43,60,2023-03-27,Kechikkan,Fermer,94746538,Sirdaryo,Guliston,55176,1,235,4862
7206,Andijon viloyati - Shahrixon,701adbb4-ed1a-4ed7-a23b-681ae463cca5,Wyatt Sellers,erkak,40,Avtokredit,225514021,19.82,60,2025-09-09,Jarayonda,Talaba,19229121,Toshkent shahri,Mirobod,356475,4,104,9667
7207,Navoiy viloyati - Zarafshon,6bae3476-24af-44c9-8fe6-0704eacfee0f,Melissa Henderson,erkak,51,Biznes,107233277,22.97,60,2022-09-13,Jarayonda,Boshqaruvchi,62384139,Sirdaryo,Shirin,77686,2,255,9183
7208,Sirdaryo viloyati - Sirdaryo,d40ad9a2-2e88-4073-920d-c7297df44a22,Adam Schwartz,erkak,55,Biznes,146276303,22.47,12,2023-05-31,Kechikkan,Fermer,29134771,Qoraqalpogʻiston Respublikasi,Chimboy,280515,3,257,13819
7209,Qashqadaryo viloyati - Koson,f41c7d22-00a3-43f2-afcf-e231d3477b7d,Jessica Davis,ayol,31,Biznes,459299354,14.84,24,2022-02-15,To'langan,Boshqaruvchi,14668500,Toshkent shahri,Uchtepa,599036,6,85,57472
7210,Toshkent viloyati - Angren,90490b6d-d295-4c61-92b8-4ab044635024,James Anderson,erkak,64,Ta'lim,112497080,22.74,12,2022-06-03,Kechikkan,Ishchi,79846953,Toshkent viloyati,Yangiyo‘l,9906,1,127,324
7211,Jizzax viloyati - Do‘stlik,0507e9a3-34d4-4b24-a3a9-37fe36ed18c5,Michael Cervantes,ayol,68,Biznes,385816247,20.57,12,2021-01-08,Jarayonda,O'qituvchi,70361141,Namangan,Chortoq,210264,2,236,9822
7212,Xorazm viloyati - Urganch,3d5e37c3-4d11-46a1-a164-4638ab3c60ec,Kim Riley,erkak,58,Fermerlik,405562507,10.8,24,2021-10-22,Jarayonda,Ishchi,91679915,Toshkent shahri,Mirzo Ulug‘bek,2171,1,101,261
7213,Qashqadaryo viloyati - Yakkabog‘,ced94a17-193d-4250-8043-b966d78c4d69,Kristin Serrano,ayol,50,Ipoteka,24316844,18.59,36,2023-03-05,To'langan,Tadbirkor,30386345,Qoraqalpogʻiston Respublikasi,Nukus,550856,7,230,52910
7214,Xorazm viloyati - Urganch,bdee6070-426f-4461-8a0f-2a0cbeb6ab72,Melanie Mcconnell,ayol,53,Biznes,424889349,24.65,72,2022-07-14,To'langan,Talaba,50186559,Fargʻona,Qo‘qon,283539,3,211,26120
7215,Andijon viloyati - Andijon,40d97b5b-32eb-45df-b6d4-d75d0c8eed60,Deanna Santos,ayol,67,Avtokredit,270576860,23.1,48,2020-10-26,To'langan,Ishchi,93326192,Namangan,Namangan,54601,2,222,2839
7216,Buxoro viloyati - G‘ijduvon,0e49cd37-13d5-4f8f-9651-d544d7197be0,Ruth Smith,ayol,60,Biznes,320102093,24.38,24,2020-12-27,Jarayonda,Fermer,10613838,Navoiy,Navoiy,40472,0,231,4876
7217,Samarqand viloyati - Kattaqo‘rg‘on,331e1f27-abca-42e8-ac35-a11712fbacd0,Jennifer Hamilton,erkak,68,Ipoteka,215395920,22.3,72,2024-11-27,Kechikkan,O'qituvchi,9605156,Toshkent viloyati,Olmaliq,348935,3,106,31204
7218,Jizzax viloyati - Jizzax,164ffbbc-434d-4808-b078-ece229dac08e,Jeffery Kim,ayol,45,Ipoteka,137684323,18.31,60,2021-04-13,Jarayonda,Talaba,9026900,Fargʻona,Marg‘ilon,251803,3,266,15042
7219,Buxoro viloyati - Buxoro,c2d686c4-2a9e-44e3-a18a-5ce66aa5f4bd,Jennifer Fernandez,ayol,20,Ipoteka,412940244,10.91,24,2022-08-16,To'langan,Fermer,81805287,Xorazm,Yangibozor,315273,3,232,3499
7220,Qoraqalpog‘iston - Chimboy,452e12d6-aebc-43c9-9eca-2e5fe5dceb24,Kayla Mitchell,ayol,33,Fermerlik,136381911,17.27,60,2023-03-21,Kechikkan,Boshqaruvchi,75918870,Jizzax,G‘allaorol,17080,0,240,1129
7221,Surxondaryo viloyati - Denov,cd52e082-c781-428e-b928-444215fd8e94,Justin Myers,ayol,54,Avtokredit,474725396,12.07,60,2023-09-22,Jarayonda,Boshqaruvchi,1939806,Jizzax,Do‘stlik,92508,1,249,6524
7222,Toshkent viloyati - Bekobod,db7fd31d-4e20-4794-b961-9b1443e0fa1b,Patrick Eaton,ayol,38,Biznes,94723771,16.29,24,2023-05-25,Kechikkan,Tadbirkor,84321472,Qashqadaryo,Koson,6646,0,81,876
7223,Qashqadaryo viloyati - Kitob,3b08b1a4-59b9-4a65-9bcf-13d721c36938,Amanda Avila,erkak,39,Biznes,375991273,18.55,12,2024-02-17,To'langan,O'qituvchi,87831396,Surxondaryo,Termiz,162099,3,237,12944
7224,Samarqand viloyati - Samarqand,f304fd7e-d8ce-4827-bc55-a9204e3de8ba,Elizabeth Roberts,ayol,30,Avtokredit,147668857,10.14,48,2022-09-06,Kechikkan,Tadbirkor,95330923,Toshkent shahri,Yunusobod,461734,6,95,28107
7225,Namangan viloyati - Pop,1cb627e5-2451-450d-a9c9-a6ebec3c4f57,Matthew Gonzales,erkak,21,Ta'lim,156880768,13.89,36,2021-12-09,To'langan,Ishchi,546070,Toshkent viloyati,Chirchiq,373498,4,131,24067
7226,Surxondaryo viloyati - Denov,b78c2042-4fc8-4be6-a6de-43761792cbc8,Lindsey Perez,erkak,31,Biznes,187207045,14.73,12,2023-12-04,To'langan,Tadbirkor,75038493,Surxondaryo,Sherobod,218888,2,257,13143
7227,Samarqand viloyati - Samarqand,942eefc4-eb2f-405b-8475-24f3bb135a25,Samuel Avila,ayol,20,Fermerlik,295669195,10.8,60,2021-05-02,Kechikkan,Ishchi,72761009,Jizzax,Jizzax,78543,1,235,3949
7228,Samarqand viloyati - Kattaqo‘rg‘on,3cc74b39-2662-4c05-bf33-98608e5c5335,Linda Flores,erkak,55,Ipoteka,36597427,16.97,24,2020-11-30,To'langan,Tadbirkor,7299022,Navoiy,Navoiy,40472,0,231,4876
7229,Toshkent viloyati - Chirchiq,be66f6fe-14bb-4d23-b11f-fbfdb0c03193,Mary Washington,erkak,43,Ipoteka,223238015,13.1,36,2022-03-15,To'langan,Talaba,11006717,Andijon,Andijon,535564,5,230,5751
7230,Namangan viloyati - Chortoq,bae01885-93c9-4123-8009-ddb628f8b665,Melinda Palmer,erkak,36,Fermerlik,18282504,23.09,48,2024-12-07,Kechikkan,Ishchi,24428197,Qashqadaryo,Yakkabog‘,27717,0,77,3060
7231,Jizzax viloyati - Do‘stlik,33bbbddc-c320-4387-971c-bbb26f38c559,Jason Brooks,erkak,62,Ta'lim,356347936,10.52,48,2021-03-06,Kechikkan,Boshqaruvchi,44200329,Navoiy,Zarafshon,20067,0,227,666
7232,Farg‘ona viloyati - Marg‘ilon,5843b4cd-0aa8-4114-ba7f-6870b9385ae7,Diana Hill,ayol,68,Biznes,170677242,19.46,72,2023-07-09,To'langan,Ishchi,77873675,Andijon,Asaka,302451,4,236,42183
7233,Andijon viloyati - Shahrixon,d18d37f7-8822-44ff-b739-58aacf4966dd,Joshua Gibson,ayol,24,Ipoteka,197695995,19.85,12,2021-04-26,Kechikkan,Tadbirkor,31168453,Jizzax,Jizzax,78543,2,235,3949
7234,Samarqand viloyati - Samarqand,31493dbe-36e8-452f-a286-b33c81f32b23,Erik Grimes,erkak,58,Avtokredit,261384476,20.99,36,2021-02-26,To'langan,O'qituvchi,36927430,Samarqand,Kattaqo‘rg‘on,216959,2,117,23327
7235,Andijon viloyati - Andijon,f7e6e50d-908a-4418-bae5-02805ec50ac7,Gail Davis,ayol,66,Biznes,412822707,11.09,24,2025-04-07,To'langan,Boshqaruvchi,16013744,Samarqand,Samarqand,79667,1,126,9757
7236,Namangan viloyati - Chortoq,966a4b2a-28b7-49ef-bc57-0eb254692d4d,Tricia Zimmerman,ayol,45,Ipoteka,11888609,12.71,12,2021-10-21,Kechikkan,Tadbirkor,12237991,Jizzax,Do‘stlik,92508,2,249,6524
7237,Sirdaryo viloyati - Sirdaryo,9ad1d8af-2770-448d-b0f4-0f07f98260ab,Emma Ruiz,ayol,39,Avtokredit,366310937,21.39,24,2023-02-24,To'langan,Fermer,34932668,Xorazm,Yangibozor,315273,3,232,3499
7238,Jizzax viloyati - G‘allaorol,b0be5af7-c387-469b-a40d-a3808354a972,Madison Williams,ayol,30,Biznes,66833916,17.56,60,2025-08-24,Jarayonda,Ishchi,21535254,Buxoro,Buxoro,1000,1,218,59
7239,Qashqadaryo viloyati - Qarshi,d5a8aaa3-a1b6-4eac-b858-ab60bc778ce4,Ariana Warner,erkak,29,Biznes,478544962,17.37,24,2024-03-21,Kechikkan,Boshqaruvchi,68692213,Sirdaryo,Guliston,55176,2,235,4862
7240,Namangan viloyati - Namangan,21407388-ae61-45be-b3f7-b9960b9ec87c,Wesley Carson DDS,erkak,32,Avtokredit,464344802,10.05,24,2023-08-07,To'langan,Ishchi,35043757,Qoraqalpogʻiston Respublikasi,Chimboy,280515,3,257,13819
7241,Sirdaryo viloyati - Guliston,4ce823b7-99eb-4019-ad2c-49397fe7b6a6,Michael Flores,erkak,58,Biznes,303371080,12.87,48,2025-09-19,To'langan,Boshqaruvchi,64718997,Fargʻona,Qo‘qon,283539,4,211,26120
7242,Qoraqalpog‘iston - Taxiatosh,9a0549db-d35f-4672-b549-5f1bf87e54b6,Manuel Warren,erkak,41,Biznes,460363968,24.98,72,2022-07-06,Kechikkan,Fermer,62406313,Xorazm,Xiva,26077,1,243,1762
7243,Navoiy viloyati - Zarafshon,4ca43afa-9b16-4dbe-a903-7b68e86cd8f3,Jon Hart,ayol,59,Ipoteka,46931098,23.69,24,2025-06-14,To'langan,Ishchi,21937347,Andijon,Shahrixon,337056,4,228,20126
7244,Qoraqalpog‘iston - Taxiatosh,40513383-f096-4f99-b962-156f57c5eaa3,Carrie Lee,ayol,69,Biznes,331070961,20.09,36,2023-04-18,To'langan,Ishchi,29515149,Samarqand,Nurobod,41107,0,127,1459
7245,Samarqand viloyati - Samarqand,b37df8ba-3514-4daf-ab56-97675519c27a,Michelle Myers,erkak,49,Ipoteka,453662052,20.16,12,2023-10-24,Jarayonda,Fermer,15036812,Surxondaryo,Sherobod,218888,3,257,13143
7246,Qashqadaryo viloyati - Shahrisabz,740189cd-0a29-497a-b002-7fc74e4fdbbf,Peter Fitzgerald,erkak,55,Avtokredit,242770925,11.74,12,2020-11-04,Jarayonda,Tadbirkor,99184759,Navoiy,Navoiy,40472,0,231,4876
7247,Toshkent shahri,6a6cfc1c-e6fa-42ad-8f26-bbb890590778,Lisa Campbell,erkak,53,Biznes,440789872,20.5,36,2025-05-04,To'langan,Ishchi,11748173,Fargʻona,Marg‘ilon,251803,4,266,15042
7248,Xorazm viloyati - Yangibozor,2c35a404-c86e-4900-86d2-af0aea989d10,Michael Hughes,erkak,32,Avtokredit,358779246,20.85,60,2023-01-12,To'langan,Boshqaruvchi,12632024,Navoiy,Navoiy,40472,1,231,4876
7249,Namangan viloyati - Pop,a02dcf90-d499-4c08-b1f7-7819de6ba6d0,Jessica Little,ayol,64,Ipoteka,405213753,13.55,24,2021-01-18,To'langan,Fermer,88566457,Qoraqalpogʻiston Respublikasi,Chimboy,280515,4,257,13819
7250,Toshkent viloyati - Bekobod,42c5ece7-3ce3-47d5-815f-7f6beaf778ec,Kelsey Pearson,erkak,47,Ipoteka,352048570,20.91,60,2021-11-03,To'langan,O'qituvchi,32026248,Toshkent shahri,Yunusobod,461734,6,95,28107
7251,Jizzax viloyati - Jizzax,b82d8cce-0d44-404d-8ad5-03b7d19966fe,Mary Campbell,ayol,31,Biznes,257002346,16.2,48,2021-08-13,Kechikkan,Fermer,84982018,Surxondaryo,Termiz,162099,3,237,12944
7252,Toshkent viloyati - Bekobod,85319440-e7dc-4f75-93fb-b12c147c1141,Melissa Gonzalez,erkak,39,Avtokredit,286400417,12.85,36,2025-02-03,Jarayonda,Tadbirkor,29803580,Fargʻona,Qo‘qon,283539,4,211,26120
7253,Toshkent viloyati - Angren,4f6da9cd-605e-44d3-a249-2b1c151998f3,Shannon Wood,ayol,62,Ipoteka,236419128,10.64,60,2023-05-05,Kechikkan,Boshqaruvchi,87788385,Toshkent viloyati,Olmaliq,348935,4,106,31204
7254,Samarqand viloyati - Kattaqo‘rg‘on,3acf9bdc-ee3c-4aa4-87f2-1995615ef346,Carrie Lopez,ayol,67,Ta'lim,76651742,12.53,72,2025-08-08,To'langan,Boshqaruvchi,14687299,Xorazm,Xiva,26077,1,243,1762
7255,Qashqadaryo viloyati - Kitob,249c11d6-6f2b-48fd-abd9-1530008f1232,Steve Small,ayol,68,Fermerlik,29169771,20.7,48,2021-08-17,Kechikkan,Tadbirkor,57178129,Surxondaryo,Sherobod,218888,2,257,13143
7256,Farg‘ona viloyati - Marg‘ilon,dc0072e3-a768-4b44-8a48-d7c09c2b09df,Melody Hoffman,ayol,58,Avtokredit,325417508,19.27,12,2022-11-06,To'langan,Ishchi,95044035,Qoraqalpogʻiston Respublikasi,Taxiatosh,149634,2,241,14462
7257,Namangan viloyati - Namangan,58c2d5e4-56dd-4d89-8fd2-52b9aaf67b0f,Carl Foster,erkak,40,Avtokredit,102161992,20.43,24,2020-12-31,Jarayonda,Boshqaruvchi,38208355,Andijon,Andijon,535564,5,230,5751
7258,Namangan viloyati - Chortoq,3704e0b0-0125-4bda-a907-9b1c380d9193,Randy Beltran,ayol,60,Avtokredit,56778522,11.55,60,2023-12-22,Kechikkan,Fermer,8278962,Xorazm,Urganch,236963,3,257,4614
7259,Andijon viloyati - Shahrixon,e24b83ac-ac78-4ceb-8147-a330870c0a9c,Kayla Pittman,ayol,54,Avtokredit,105357123,11.16,48,2022-07-16,Jarayonda,Boshqaruvchi,78291875,Navoiy,Qiziltepa,13911,1,247,598
7260,Qoraqalpog‘iston - Taxiatosh,c625c493-e7ac-40ac-9739-3bdddfc7d361,Peter Harris,erkak,23,Avtokredit,200950890,18.8,24,2025-03-17,To'langan,O'qituvchi,53244478,Xorazm,Yangibozor,315273,3,232,3499
7261,Navoiy viloyati - Zarafshon,d6aaa464-992b-4f75-acb6-db5dfa20269c,Ronald Coleman,erkak,51,Avtokredit,413757744,15.45,60,2022-10-31,Kechikkan,Talaba,73663637,Namangan,Pop,440092,5,239,25049
7262,Farg‘ona viloyati - Marg‘ilon,fa3df5c9-89ec-4286-b527-1c04ac48e207,Stephen Daniels,ayol,53,Ipoteka,319831723,17.29,48,2024-04-06,Jarayonda,Talaba,72278297,Andijon,Asaka,302451,4,236,42183
7263,Namangan viloyati - Pop,aad166c2-ee5b-4978-855f-b80de44e425f,Alicia Boyle,erkak,40,Ta'lim,326003654,18.1,12,2025-01-13,Jarayonda,Boshqaruvchi,71639428,Surxondaryo,Sherobod,218888,3,257,13143
7264,Sirdaryo viloyati - Guliston,a0539f19-d536-4d58-970e-a9a3b21292a2,Michael Moreno,ayol,40,Avtokredit,213223163,23.5,24,2024-11-19,To'langan,Ishchi,16347253,Namangan,Chortoq,210264,2,236,9822
7265,Qashqadaryo viloyati - Kitob,31b5731a-321d-4a74-8a5b-3b7dfd58035d,Kevin Palmer,erkak,44,Fermerlik,260256845,17.6,72,2022-12-19,Kechikkan,Ishchi,73937152,Surxondaryo,Termiz,162099,2,237,12944
7266,Navoiy viloyati - Qiziltepa,0989e052-6f5b-4187-8841-2ffb18ea746b,Andrea Powers,ayol,23,Avtokredit,93556674,14.52,24,2023-01-26,Kechikkan,Talaba,78245799,Surxondaryo,Termiz,162099,2,237,12944
7267,Xorazm viloyati - Xiva,f76bf77a-0842-4f13-9859-e0cbd321517d,Susan Santiago,erkak,64,Fermerlik,179372841,12.47,48,2025-05-21,Jarayonda,O'qituvchi,75272209,Toshkent viloyati,Chirchiq,373498,5,131,24067
7268,Qoraqalpog‘iston - Taxiatosh,8899defd-a557-42d8-9395-bb57fbe4ccd0,Amber Warren,erkak,43,Fermerlik,355664244,18.7,36,2024-12-04,Kechikkan,Fermer,13619295,Qoraqalpogʻiston Respublikasi,Nukus,550856,6,230,52910
7269,Sirdaryo viloyati - Guliston,962ad658-e045-403b-867a-f28a0cdafa9d,Laurie Davis,erkak,57,Biznes,165368188,11.56,12,2024-08-25,Kechikkan,Fermer,33529778,Qashqadaryo,Koson,6646,1,81,876
7270,Jizzax viloyati - Jizzax,94922cc1-1cc8-463c-bbcb-4980bf349fc8,Steven Sosa,ayol,26,Avtokredit,216325331,10.57,36,2024-05-11,Kechikkan,Fermer,22230731,Toshkent viloyati,Chirchiq,373498,4,131,24067
7271,Farg‘ona viloyati - Qo‘qon,6f2c9a0b-0fdf-49eb-84ab-3f13a2f85c6d,Erin Alexander,erkak,19,Ta'lim,496613975,16.7,48,2024-03-14,Kechikkan,Tadbirkor,67399024,Qashqadaryo,Kitob,16310,0,77,1493
7272,Qoraqalpog‘iston - Nukus,bdb4bd29-b693-42b0-9fcc-1bc2c8bf1048,James Owens,ayol,18,Biznes,134714415,11.45,36,2022-10-07,To'langan,O'qituvchi,83846299,Fargʻona,Farg‘ona,152849,2,234,5735
7273,Xorazm viloyati - Urganch,5265cc0a-0a14-4c86-bbd3-5c59401d4953,Patricia Johnson,erkak,55,Fermerlik,185334705,16.54,48,2022-01-16,Kechikkan,Ishchi,84873853,Surxondaryo,Denov,128469,2,219,5813
7274,Jizzax viloyati - Jizzax,cf5b6a68-4cd5-409d-b631-0a7c8f6c0448,Jason Neal,ayol,24,Ipoteka,202307262,16.88,24,2023-12-17,To'langan,Fermer,7670781,Xorazm,Yangibozor,315273,4,232,3499
7275,Surxondaryo viloyati - Denov,e3acd24c-7fa9-49b0-9074-39b31828fc08,Christy Aguilar,ayol,35,Avtokredit,130950177,23.55,72,2025-05-14,To'langan,Ishchi,10748152,Navoiy,Qiziltepa,13911,1,247,598
7276,Sirdaryo viloyati - Shirin,5740a3be-0087-44f1-81f6-66cb0ad7060b,Anna Craig,ayol,21,Biznes,290067127,11.66,72,2025-06-28,Jarayonda,O'qituvchi,25327695,Namangan,Chortoq,210264,3,236,9822
7277,Andijon viloyati - Asaka,4c606add-05f4-4a74-b3fa-8f5899822ee5,Krista Thompson,ayol,61,Fermerlik,249453372,24.77,60,2022-01-17,Jarayonda,Fermer,5268878,Toshkent shahri,Mirzo Ulug‘bek,2171,0,101,261
7278,Surxondaryo viloyati - Denov,c1be058c-3580-47f8-89ad-9bbbb07949cd,Todd Cook,erkak,18,Ta'lim,374803477,20.39,12,2024-12-20,To'langan,O'qituvchi,58476262,Andijon,Asaka,302451,4,236,42183
7279,Qashqadaryo viloyati - Koson,58407c03-eefe-4236-8d53-d7ab920004fb,Kyle Evans,ayol,58,Ipoteka,264109643,12.12,12,2020-12-12,Jarayonda,Ishchi,76842085,Toshkent shahri,Shayxontohur,680292,7,83,77932
7280,Toshkent viloyati - Angren,2bba9fcf-e63c-4da8-9c65-7de9551cee50,Kevin Faulkner,ayol,40,Ta'lim,67473138,10.42,72,2025-03-13,To'langan,Boshqaruvchi,35416952,Navoiy,Zarafshon,20067,1,227,666
7281,Jizzax viloyati - Jizzax,dcbd05e5-2e38-499e-bac9-115e7aaa9ba0,Melissa Reynolds,ayol,31,Ta'lim,357964799,22.29,12,2020-12-10,Jarayonda,O'qituvchi,29799519,Toshkent shahri,Mirzo Ulug‘bek,2171,0,101,261
